checkin_id,user_id,venue_id,venue_name,venue_category,latitude,longitude,timestamp,crowd_density,avg_dwell_minutes,day_of_week,hour_of_day,is_weekend,weather_condition,user_age_group,user_preference,visit_frequency,user_engagement_score,venue_popularity_score,event_type,user_status,recommended_venue
CHK0946,USR0155,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/30/2024 01:14:32 PM,90,75,Tuesday,13,0,Clear,18-24,Food,Medium,54,78,Dinner Special,New,Recommend Downtown Food Court
CHK0947,USR0168,VEN008,City Mall,Mall,40.7261,-74.007,03/17/2024 06:46:45 PM,48,111,Sunday,18,1,Sunny,35-44,Business,Medium,59,58,Retail Promotion,New,Recommend Downtown Food Court
CHK0948,USR0171,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/30/2024 09:54:10 PM,79,141,Tuesday,21,0,Sunny,45+,Nightlife,Medium,77,75,Weekend Party,Returning,Recommend Metro Nightclub
CHK0949,USR0127,VEN008,City Mall,Mall,40.7261,-74.007,03/17/2024 12:10:38 PM,92,61,Sunday,12,1,Sunny,45+,Coffee,Medium,61,86,Weekend Party,Returning,Recommend Downtown Food Court
CHK0950,USR0045,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/31/2024 07:03:01 AM,59,87,Sunday,7,1,Sunny,35-44,Coffee,Medium,52,60,Morning Workout,New,Recommend Riverwalk Park
CHK0951,USR0125,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/05/2024 04:21:27 PM,66,231,Tuesday,16,0,Clear,45+,Fitness,High,93,75,Live Music,Returning,Recommend Central Coffee House
CHK0952,USR0177,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/13/2024 06:49:02 PM,37,51,Saturday,18,1,Cloudy,18-24,Business,Medium,40,53,Morning Workout,New,Recommend Riverwalk Park
CHK0953,USR0194,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/17/2024 03:45:03 PM,49,195,Friday,15,0,Rainy,25-34,Food,Medium,80,70,Live Music,Returning,Recommend Central Coffee House
CHK0954,USR0130,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/14/2024 10:39:50 PM,81,113,Thursday,22,0,Cloudy,18-24,Nightlife,Medium,71,76,Happy Hour,Returning,Recommend Metro Nightclub
CHK0955,USR0114,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/22/2024 09:55:13 PM,72,109,Friday,21,0,Rainy,25-34,Shopping,Medium,61,79,Happy Hour,New,Recommend Metro Nightclub
CHK0956,USR0052,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/03/2024 03:06:09 PM,62,200,Friday,15,0,Sunny,35-44,Shopping,Low,76,73,Networking Event,New,Recommend Central Coffee House
CHK0957,USR0044,VEN008,City Mall,Mall,40.7261,-74.007,04/23/2024 05:00:15 PM,54,94,Tuesday,17,0,Cloudy,35-44,Business,High,63,65,Retail Promotion,Returning,Recommend Downtown Food Court
CHK0958,USR0193,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/04/2024 07:48:26 PM,41,78,Thursday,19,0,Sunny,25-34,Music,Medium,40,53,Happy Hour,Returning,Recommend Metro Nightclub
CHK0959,USR0133,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/23/2024 04:08:51 PM,80,151,Tuesday,16,0,Sunny,25-34,Business,Medium,85,83,Business Meetup,New,Recommend Central Coffee House
CHK0960,USR0087,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/04/2024 05:49:00 PM,34,94,Monday,17,0,Cloudy,45+,Music,Medium,43,55,Concert,New,Recommend Metro Nightclub
CHK0961,USR0165,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/21/2024 11:10:27 PM,75,78,Sunday,23,1,Clear,25-34,Nightlife,Low,48,78,Concert,New,Recommend Metro Nightclub
CHK0962,USR0108,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/13/2024 07:40:45 AM,85,35,Monday,7,0,Cloudy,25-34,Coffee,Medium,40,76,Morning Workout,Returning,Recommend TechHub Coworking
CHK0963,USR0072,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/27/2024 04:55:19 PM,55,37,Monday,16,0,Cloudy,45+,Food,High,40,64,Retail Promotion,New,Recommend Seaside Restaurant
CHK0964,USR0159,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/18/2024 05:44:25 PM,12,212,Saturday,17,1,Sunny,45+,Food,High,70,54,Networking Event,New,Recommend Central Coffee House
CHK0965,USR0022,VEN008,City Mall,Mall,40.7261,-74.007,05/29/2024 01:51:50 PM,78,62,Wednesday,13,0,Sunny,35-44,Business,Medium,62,76,Retail Promotion,New,Recommend Downtown Food Court
CHK0966,USR0073,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/08/2024 09:46:46 PM,61,176,Wednesday,21,0,Cloudy,18-24,Nightlife,Low,85,63,Happy Hour,New,Recommend Harborview Bar
CHK0967,USR0139,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/12/2024 05:19:33 PM,60,71,Tuesday,17,0,Sunny,45+,Coffee,Medium,56,65,Happy Hour,Returning,Recommend Downtown Food Court
CHK0968,USR0016,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/03/2024 10:49:19 AM,40,52,Wednesday,10,0,Cloudy,35-44,Shopping,Medium,40,55,Concert,New,Recommend Greenfield Gym
CHK0969,USR0077,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/03/2024 08:22:07 PM,79,100,Wednesday,20,0,Clear,35-44,Nightlife,Medium,71,79,Weekend Party,Returning,Recommend Metro Nightclub
CHK0970,USR0161,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/01/2024 01:15:51 PM,27,40,Friday,13,0,Cloudy,35-44,Food,Medium,40,50,Morning Workout,New,Recommend Greenfield Gym
CHK0971,USR0036,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/16/2024 10:19:18 AM,70,143,Thursday,10,0,Cloudy,35-44,Business,Medium,74,75,Business Meetup,Returning,Recommend Central Coffee House
CHK0972,USR0117,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/06/2024 04:06:20 PM,67,45,Monday,16,0,Sunny,25-34,Fitness,Medium,40,73,Lunch Rush,New,Recommend Seaside Restaurant
CHK0973,USR0122,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/19/2024 09:53:26 PM,94,118,Tuesday,21,0,Clear,18-24,Social,High,65,86,Live Music,New,Recommend Metro Nightclub
CHK0974,USR0068,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/27/2024 10:43:33 AM,19,52,Saturday,10,1,Sunny,25-34,Food,Medium,40,50,Happy Hour,New,Recommend Downtown Food Court
CHK0975,USR0042,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/03/2024 03:28:44 PM,3,43,Friday,15,0,Rainy,35-44,Coffee,Medium,40,50,Weekend Party,Returning,Recommend Greenfield Gym
CHK0976,USR0031,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/04/2024 07:45:29 AM,64,29,Saturday,7,1,Clear,35-44,Business,High,40,70,Lunch Rush,Returning,Recommend TechHub Coworking
CHK0977,USR0155,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/28/2024 05:47:10 PM,39,92,Sunday,17,1,Rainy,18-24,Food,Medium,48,50,Lunch Rush,New,Recommend Downtown Food Court
CHK0978,USR0096,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/15/2024 10:36:18 AM,45,33,Friday,10,0,Clear,45+,Social,Medium,40,58,Retail Promotion,Returning,Recommend Seaside Restaurant
CHK0979,USR0079,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/07/2024 11:50:09 AM,19,54,Sunday,11,1,Clear,18-24,Fitness,Low,40,50,Networking Event,New,Recommend Riverwalk Park
CHK0980,USR0012,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/28/2024 07:47:31 AM,69,69,Thursday,7,0,Clear,25-34,Fitness,Medium,59,62,Morning Workout,Returning,Recommend Riverwalk Park
CHK0981,USR0185,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/01/2024 02:36:28 PM,43,21,Wednesday,14,0,Rainy,45+,Nightlife,Medium,40,58,Dinner Special,Returning,Recommend Seaside Restaurant
CHK0982,USR0187,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/17/2024 05:32:40 PM,77,67,Sunday,17,1,Sunny,35-44,Food,High,54,71,Morning Workout,Returning,Recommend Greenfield Gym
CHK0983,USR0139,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/12/2024 09:42:39 PM,83,130,Tuesday,21,0,Sunny,45+,Coffee,Medium,69,74,Weekend Party,Returning,Recommend Metro Nightclub
CHK0984,USR0147,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/25/2024 11:47:17 PM,100,107,Saturday,23,1,Sunny,35-44,Social,High,79,86,Live Music,Returning,Recommend Harborview Bar
CHK0985,USR0194,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/11/2024 04:41:35 PM,51,61,Saturday,16,1,Clear,25-34,Food,Medium,40,53,Business Meetup,Returning,Recommend Riverwalk Park
CHK0986,USR0137,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/12/2024 10:48:30 PM,81,133,Sunday,22,1,Sunny,35-44,Coffee,Medium,76,74,Happy Hour,Returning,Recommend Harborview Bar
CHK0987,USR0022,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/03/2024 08:13:15 AM,72,38,Sunday,8,1,Cloudy,35-44,Business,Medium,43,76,Lunch Rush,New,Recommend TechHub Coworking
CHK0988,USR0047,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/17/2024 11:37:02 AM,76,175,Friday,11,0,Sunny,25-34,Social,Low,85,83,Networking Event,New,Recommend Central Coffee House
CHK0989,USR0044,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/04/2024 06:20:24 PM,64,36,Monday,18,0,Clear,35-44,Business,High,40,77,Retail Promotion,Returning,Recommend Seaside Restaurant
CHK0990,USR0016,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/19/2024 07:49:05 AM,88,71,Tuesday,7,0,Clear,35-44,Shopping,Medium,67,73,Business Meetup,New,Recommend Riverwalk Park
CHK0991,USR0083,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/11/2024 09:45:03 AM,37,55,Thursday,9,0,Clear,45+,Music,Medium,40,56,Weekend Party,New,Recommend Greenfield Gym
CHK0992,USR0061,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/18/2024 08:57:07 PM,40,79,Thursday,20,0,Clear,45+,Nightlife,Medium,48,57,Business Meetup,New,Recommend Riverwalk Park
CHK0993,USR0017,VEN008,City Mall,Mall,40.7261,-74.007,05/05/2024 05:24:07 PM,82,120,Sunday,17,1,Clear,35-44,Social,Medium,68,78,Retail Promotion,New,Recommend Downtown Food Court
CHK0994,USR0173,VEN008,City Mall,Mall,40.7261,-74.007,03/04/2024 02:14:58 PM,60,139,Monday,14,0,Cloudy,18-24,Social,Medium,74,72,Weekend Party,Returning,Recommend Downtown Food Court
CHK0995,USR0163,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/01/2024 10:41:50 PM,64,86,Monday,22,0,Clear,25-34,Business,Medium,53,73,Live Music,Returning,Recommend Metro Nightclub
CHK0996,USR0109,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/27/2024 04:09:23 PM,68,209,Wednesday,16,0,Sunny,25-34,Music,High,85,75,Live Music,Returning,Recommend Central Coffee House
CHK0997,USR0043,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/27/2024 01:52:29 AM,3,130,Saturday,1,1,Rainy,35-44,Business,Low,48,50,Networking Event,Returning,Recommend Central Coffee House
CHK0998,USR0090,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/08/2024 11:30:17 PM,93,113,Friday,23,0,Sunny,35-44,Fitness,Low,73,75,Happy Hour,New,Recommend Harborview Bar
CHK0999,USR0023,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/14/2024 08:18:02 PM,83,79,Tuesday,20,0,Clear,35-44,Food,High,55,75,Lunch Rush,Returning,Recommend Downtown Food Court
CHK1000,USR0157,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/29/2024 10:08:46 AM,38,33,Wednesday,10,0,Sunny,18-24,Social,Low,40,55,Retail Promotion,New,Recommend Seaside Restaurant
CHK1001,USR0063,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/10/2024 05:21:40 PM,65,145,Wednesday,17,0,Clear,35-44,Business,Medium,83,69,Business Meetup,New,Recommend Central Coffee House
CHK1002,USR0001,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/13/2024 03:38:21 PM,64,77,Saturday,15,1,Clear,25-34,Social,Medium,48,63,Concert,Returning,Recommend Metro Nightclub
CHK1003,USR0126,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/30/2024 12:00:43 AM,3,35,Tuesday,0,0,Clear,25-34,Nightlife,High,40,50,Morning Workout,Returning,Recommend Greenfield Gym
CHK1004,USR0172,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/08/2024 09:56:41 AM,18,17,Wednesday,9,0,Cloudy,45+,Shopping,Low,40,50,Lunch Rush,Returning,Recommend Seaside Restaurant
CHK1005,USR0197,VEN008,City Mall,Mall,40.7261,-74.007,05/26/2024 11:52:24 AM,42,96,Sunday,11,1,Cloudy,35-44,Fitness,Medium,45,64,Lunch Rush,New,Recommend Downtown Food Court
CHK1006,USR0072,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/16/2024 10:59:12 PM,66,130,Saturday,22,1,Sunny,45+,Food,High,67,65,Live Music,New,Recommend Harborview Bar
CHK1007,USR0127,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/25/2024 12:39:40 PM,26,78,Monday,12,0,Sunny,45+,Coffee,Medium,40,50,Live Music,Returning,Recommend Metro Nightclub
CHK1008,USR0164,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/05/2024 03:57:45 PM,56,115,Tuesday,15,0,Cloudy,25-34,Fitness,Medium,52,61,Concert,New,Recommend Metro Nightclub
CHK1009,USR0145,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/15/2024 06:36:32 PM,47,26,Friday,18,0,Sunny,25-34,Nightlife,Medium,40,57,Lunch Rush,Returning,Recommend Seaside Restaurant
CHK1010,USR0059,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/12/2024 09:37:08 AM,61,77,Sunday,9,1,Cloudy,35-44,Shopping,Low,44,59,Concert,New,Recommend Greenfield Gym
CHK1011,USR0065,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/05/2024 09:43:01 AM,58,141,Friday,9,0,Rainy,18-24,Coffee,Medium,66,71,Business Meetup,Returning,Recommend Central Coffee House
CHK1012,USR0083,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/28/2024 12:27:41 AM,3,109,Sunday,0,1,Cloudy,45+,Music,Medium,42,50,Business Meetup,New,Recommend Central Coffee House
CHK1013,USR0185,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/22/2024 11:43:33 AM,79,46,Monday,11,0,Sunny,45+,Nightlife,Medium,41,76,Retail Promotion,Returning,Recommend Seaside Restaurant
CHK1014,USR0021,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/07/2024 01:26:34 PM,89,82,Thursday,13,0,Sunny,25-34,Music,Medium,70,79,Lunch Rush,New,Recommend Downtown Food Court
CHK1015,USR0043,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/04/2024 11:14:44 PM,22,50,Monday,23,0,Sunny,35-44,Business,Low,40,50,Weekend Party,Returning,Recommend Greenfield Gym
CHK1016,USR0161,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/09/2024 08:40:06 AM,12,90,Tuesday,8,0,Clear,35-44,Food,Medium,40,50,Weekend Party,New,Recommend Metro Nightclub
CHK1017,USR0134,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/02/2024 03:30:15 PM,61,71,Tuesday,15,0,Rainy,25-34,Nightlife,Medium,45,80,Concert,Returning,Recommend Metro Nightclub
CHK1018,USR0022,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/10/2024 08:39:28 PM,81,66,Sunday,20,1,Cloudy,35-44,Business,Medium,57,80,Dinner Special,New,Recommend Downtown Food Court
CHK1019,USR0114,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/05/2024 09:56:54 PM,40,109,Tuesday,21,0,Cloudy,25-34,Shopping,Medium,64,55,Live Music,New,Recommend Harborview Bar
CHK1020,USR0098,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/08/2024 11:27:04 PM,90,135,Monday,23,0,Clear,45+,Shopping,Low,76,73,Happy Hour,New,Recommend Harborview Bar
CHK1021,USR0117,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/13/2024 03:26:14 PM,46,21,Wednesday,15,0,Cloudy,25-34,Fitness,Medium,40,58,Dinner Special,New,Recommend Seaside Restaurant
CHK1022,USR0007,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/29/2024 05:56:39 PM,48,41,Monday,17,0,Sunny,25-34,Business,Medium,40,58,Retail Promotion,Returning,Recommend Seaside Restaurant
CHK1023,USR0050,VEN008,City Mall,Mall,40.7261,-74.007,05/06/2024 01:12:06 PM,63,90,Monday,13,0,Clear,35-44,Music,Low,54,69,Lunch Rush,Returning,Recommend Downtown Food Court
CHK1024,USR0063,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/17/2024 03:16:22 PM,86,54,Sunday,15,1,Sunny,35-44,Business,Medium,47,74,Weekend Party,New,Recommend Greenfield Gym
CHK1025,USR0080,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/06/2024 07:19:37 AM,85,47,Wednesday,7,0,Sunny,45+,Music,Medium,52,80,Lunch Rush,Returning,Recommend TechHub Coworking
CHK1026,USR0003,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/09/2024 05:09:30 PM,63,68,Thursday,17,0,Sunny,45+,Nightlife,Low,52,63,Weekend Party,New,Recommend Greenfield Gym
CHK1027,USR0014,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/15/2024 03:09:03 PM,70,144,Wednesday,15,0,Clear,35-44,Coffee,High,76,72,Business Meetup,Returning,Recommend Central Coffee House
CHK1028,USR0171,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/14/2024 11:12:40 AM,84,35,Sunday,11,1,Rainy,45+,Nightlife,Medium,41,80,Retail Promotion,Returning,Recommend Seaside Restaurant
CHK1029,USR0086,VEN008,City Mall,Mall,40.7261,-74.007,05/28/2024 04:29:38 PM,71,78,Tuesday,16,0,Cloudy,25-34,Fitness,Medium,62,75,Lunch Rush,New,Recommend Downtown Food Court
CHK1030,USR0057,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/08/2024 01:10:06 PM,75,59,Monday,13,0,Sunny,35-44,Nightlife,Low,49,75,Weekend Party,Returning,Recommend Greenfield Gym
CHK1031,USR0085,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/21/2024 08:14:29 PM,18,149,Tuesday,20,0,Sunny,45+,Fitness,Medium,59,50,Happy Hour,New,Recommend Harborview Bar
CHK1032,USR0030,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/27/2024 12:52:00 PM,92,43,Wednesday,12,0,Sunny,18-24,Coffee,Medium,52,77,Lunch Rush,New,Recommend Seaside Restaurant
CHK1033,USR0051,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/07/2024 10:40:37 AM,33,52,Sunday,10,1,Rainy,45+,Nightlife,Medium,40,50,Lunch Rush,Returning,Recommend TechHub Coworking
CHK1034,USR0046,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/06/2024 12:56:16 PM,72,92,Saturday,12,1,Cloudy,18-24,Fitness,Medium,55,72,Lunch Rush,Returning,Recommend Downtown Food Court
CHK1035,USR0168,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/03/2024 12:16:58 PM,85,74,Sunday,12,1,Clear,35-44,Business,Medium,55,81,Happy Hour,New,Recommend Downtown Food Court
CHK1036,USR0135,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/13/2024 11:19:29 PM,95,79,Saturday,23,1,Clear,25-34,Coffee,High,66,83,Networking Event,New,Recommend Metro Nightclub
CHK1037,USR0050,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/25/2024 07:04:07 PM,45,45,Thursday,19,0,Clear,35-44,Music,Low,40,61,Weekend Party,Returning,Recommend Greenfield Gym
CHK1038,USR0196,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/18/2024 03:20:38 PM,51,119,Thursday,15,0,Sunny,18-24,Nightlife,Medium,65,69,Networking Event,New,Recommend Central Coffee House
CHK1039,USR0072,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/15/2024 09:34:18 AM,24,50,Wednesday,9,0,Cloudy,45+,Food,High,40,50,Morning Workout,New,Recommend Greenfield Gym
CHK1040,USR0170,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/05/2024 09:56:31 PM,21,36,Sunday,21,1,Clear,35-44,Shopping,High,40,50,Lunch Rush,New,Recommend TechHub Coworking
CHK1041,USR0133,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/09/2024 09:24:48 AM,45,43,Saturday,9,1,Cloudy,25-34,Business,Medium,40,50,Morning Workout,New,Recommend Greenfield Gym
CHK1042,USR0069,VEN008,City Mall,Mall,40.7261,-74.007,03/23/2024 01:23:33 PM,81,79,Saturday,13,1,Cloudy,25-34,Food,Medium,62,81,Lunch Rush,New,Recommend Downtown Food Court
CHK1043,USR0116,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/21/2024 03:50:37 PM,88,89,Sunday,15,1,Sunny,45+,Social,High,65,76,Concert,Returning,Recommend Greenfield Gym
CHK1044,USR0066,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/20/2024 12:27:56 PM,93,105,Saturday,12,1,Sunny,25-34,Business,High,75,87,Happy Hour,Returning,Recommend Downtown Food Court
CHK1045,USR0120,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/11/2024 09:05:18 AM,61,222,Monday,9,0,Sunny,18-24,Nightlife,Low,87,78,Live Music,New,Recommend Central Coffee House
CHK1046,USR0070,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/19/2024 08:28:29 AM,3,197,Sunday,8,1,Sunny,35-44,Social,Low,54,50,Business Meetup,Returning,Recommend Central Coffee House
CHK1047,USR0129,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/04/2024 11:14:16 AM,87,43,Monday,11,0,Sunny,35-44,Music,Medium,45,84,Lunch Rush,New,Recommend Seaside Restaurant
CHK1048,USR0010,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/09/2024 02:50:17 PM,61,191,Thursday,14,0,Rainy,45+,Fitness,Medium,82,70,Live Music,New,Recommend Central Coffee House
CHK1049,USR0071,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/26/2024 11:43:21 AM,68,124,Tuesday,11,0,Clear,18-24,Nightlife,Medium,58,76,Live Music,Returning,Recommend Central Coffee House
CHK1050,USR0198,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/17/2024 11:54:48 PM,10,55,Friday,23,0,Cloudy,18-24,Fitness,High,40,50,Lunch Rush,Returning,Recommend Downtown Food Court
CHK1051,USR0004,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/06/2024 06:50:25 PM,32,40,Saturday,18,1,Rainy,45+,Coffee,Medium,40,50,Morning Workout,New,Recommend Riverwalk Park
CHK1052,USR0054,VEN008,City Mall,Mall,40.7261,-74.007,05/23/2024 03:48:09 PM,65,123,Thursday,15,0,Cloudy,18-24,Music,Medium,72,73,Retail Promotion,New,Recommend Downtown Food Court
CHK1053,USR0022,VEN008,City Mall,Mall,40.7261,-74.007,03/30/2024 03:50:35 PM,82,80,Saturday,15,1,Cloudy,35-44,Business,Medium,60,76,Lunch Rush,New,Recommend Downtown Food Court
CHK1054,USR0096,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/25/2024 05:44:26 PM,27,101,Monday,17,0,Clear,45+,Social,Medium,46,50,Concert,Returning,Recommend Metro Nightclub
CHK1055,USR0087,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/13/2024 04:19:47 PM,36,22,Monday,16,0,Clear,45+,Music,Medium,40,51,Business Meetup,New,Recommend TechHub Coworking
CHK1056,USR0151,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/23/2024 03:48:25 PM,23,51,Tuesday,15,0,Cloudy,18-24,Nightlife,Medium,40,50,Lunch Rush,Returning,Recommend Downtown Food Court
CHK1057,USR0162,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/12/2024 11:59:08 PM,100,129,Sunday,23,1,Clear,45+,Coffee,Medium,88,92,Live Music,Returning,Recommend Harborview Bar
CHK1058,USR0049,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/17/2024 03:25:24 PM,44,62,Friday,15,0,Clear,18-24,Food,High,40,56,Weekend Party,New,Recommend Greenfield Gym
CHK1059,USR0142,VEN008,City Mall,Mall,40.7261,-74.007,03/14/2024 01:28:40 PM,67,100,Thursday,13,0,Cloudy,18-24,Business,High,56,62,Retail Promotion,Returning,Recommend Downtown Food Court
CHK1060,USR0099,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/05/2024 03:38:31 PM,36,53,Tuesday,15,0,Clear,18-24,Fitness,Medium,40,52,Morning Workout,Returning,Recommend TechHub Coworking
CHK1061,USR0044,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/27/2024 07:42:33 AM,85,81,Wednesday,7,0,Clear,35-44,Business,High,66,67,Morning Workout,Returning,Recommend Riverwalk Park
CHK1062,USR0053,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/22/2024 04:07:08 PM,53,102,Monday,16,0,Sunny,18-24,Shopping,High,49,59,Weekend Party,Returning,Recommend Metro Nightclub
CHK1063,USR0080,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/27/2024 08:52:45 AM,80,58,Wednesday,8,0,Cloudy,45+,Music,Medium,53,78,Business Meetup,Returning,Recommend TechHub Coworking
CHK1064,USR0017,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/26/2024 02:43:29 PM,60,58,Tuesday,14,0,Clear,35-44,Social,Medium,51,60,Morning Workout,New,Recommend Greenfield Gym
CHK1065,USR0148,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/17/2024 05:33:21 PM,64,30,Friday,17,0,Rainy,35-44,Business,Medium,40,70,Retail Promotion,New,Recommend Seaside Restaurant
CHK1066,USR0077,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/12/2024 09:56:58 PM,36,80,Tuesday,21,0,Sunny,35-44,Nightlife,Medium,40,50,Live Music,Returning,Recommend Harborview Bar
CHK1067,USR0111,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/18/2024 06:54:11 PM,67,43,Saturday,18,1,Sunny,35-44,Music,Low,44,71,Lunch Rush,New,Recommend Seaside Restaurant
CHK1068,USR0062,VEN008,City Mall,Mall,40.7261,-74.007,04/19/2024 07:11:44 PM,30,111,Friday,19,0,Sunny,35-44,Business,Medium,42,53,Weekend Party,Returning,Recommend Downtown Food Court
